EOI,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE),Label
1,2,2,24,9.3,321,134,560,0,0,0
1,1,1,19,7.8,337,153,77,0,0,0
1,2,2,28,15.1,420,134,396,0,57,0
1,2,2,33,11.3,321,134,560,0,0,0
1,4,1,11,6.3,183,134,18,0,30,0
1,4,2,11,16.3,183,69,18,0,0,0
1,5,1,16,58.3,80,82,18,0,60,0
1,4,1,11,6.5,183,134,18,0,30,0
1,3,3,37,7.7,321,134,710,0,0,0
1,4,2,11,19.7,103,69,18,0,0,0
1,1,1,7,12.6,149,134,53,0,0,0
1,5,1,16,51.6,81,82,18,0,60,0
1,1,1,12,13.8,217,153,72,0,0,0
1,4,2,11,8.1,94,69,18,0,0,0
1,1,1,7,9.2,168,134,53,0,0,0
1,2,2,24,12.6,321,134,528,0,57,0
1,4,2,11,10.7,81,69,18,0,0,0
1,3,3,101,9.6,420,134,322,0,0,0
1,10,2,26,8.1,63,88,18,0,25,0
1,4,2,11,8.1,183,69,18,0,0,0
1,4,1,11,6.7,183,134,18,0,30,0
1,4,1,11,6.9,183,134,18,0,30,0
1,4,2,11,13.3,183,69,18,0,0,0
1,2,2,32,9.1,420,134,428,0,0,0
1,2,1,8,27.6,183,134,18,0,0,0
1,4,2,12,6.3,108,69,18,0,17,0
1,4,1,11,4.8,183,134,18,0,30,0
1,2,1,9,50.5,86,69,18,0,56,0
1,1,1,7,8.9,187,134,53,0,0,0
1,2,1,8,19.2,183,134,18,0,0,0
1,3,3,30,7.1,321,153,330,0,0,0
1,4,2,11,14.1,88,69,18,0,0,0
1,4,1,11,4.2,183,134,18,0,30,0
1,5,1,16,83.1,77,82,18,0,60,0
1,4,1,11,6.6,183,134,18,0,30,0
1,2,2,20,4.6,321,134,260,0,57,0
1,1,1,24,7.4,227,134,1098,0,56,0
1,4,2,12,18,89,69,2931,0,0,0
1,1,1,19,6,276,153,77,0,0,0
1,4,2,12,13.8,77,69,2931,0,0,0
1,4,2,11,10.1,87,69,18,0,0,0
1,3,3,48,2.6,420,134,810,0,0,0
1,2,1,8,32.8,183,134,18,0,0,0
1,4,2,11,4,67,69,18,0,0,0
1,1,1,7,2.7,191,134,53,0,0,0
1,2,2,100,5.9,420,134,564,0,57,0
1,10,2,25,7.3,67,88,18,0,0,0
1,1,1,19,8.6,208,153,77,0,0,0
1,2,1,8,16.7,183,134,18,0,0,0
1,4,2,11,12.2,183,69,18,0,0,0
1,1,1,7,16.2,166,134,53,0,0,0
1,1,1,8,14,153,134,2950,0,0,0
1,1,1,7,17.3,157,134,53,0,0,0
1,3,3,53,4.9,321,134,354,0,0,0
1,4,2,12,12.9,183,69,1054,0,0,0
1,3,3,30,2.5,321,153,322,0,0,0
1,4,2,11,18,86,69,18,0,0,0
1,4,2,12,6.2,106,69,18,0,17,0
1,4,1,11,4.3,183,134,18,0,30,0
1,5,1,16,87.7,78,82,18,0,60,0
1,2,1,8,11.1,63,69,18,0,0,0
1,4,2,18,8.6,74,69,18,0,30,0
1,1,1,19,10.1,324,153,77,0,0,0
1,4,1,11,7.7,183,134,18,0,30,0
1,5,3,20,4.3,321,134,560,0,0,0
1,5,1,16,51.7,81,82,18,0,60,0
1,2,1,8,18.9,183,134,18,0,0,0
1,4,2,11,9,183,69,18,0,0,0
1,4,1,11,5.5,183,134,18,0,30,0
1,1,1,9,10.4,420,134,18,0,33,0
1,2,2,38,6.2,420,134,428,0,56,0
1,4,2,11,16,73,69,18,0,0,0
1,4,2,11,11.7,183,69,18,0,0,0
1,2,2,23,13.8,321,153,260,0,76,0
1,1,1,15,11.8,225,153,72,0,0,0
1,4,1,11,9.6,183,134,18,0,30,0
1,4,1,11,2.8,183,134,18,0,30,0
1,4,2,11,20.8,183,69,18,0,0,0
1,2,2,31,11.4,321,134,560,0,0,0
1,4,2,11,15,183,69,18,0,0,0
1,5,1,16,87.5,79,82,18,0,60,0
1,3,3,34,2.3,321,153,418,0,0,0
1,4,1,11,8.4,183,134,18,0,30,0
1,4,2,11,18.8,183,69,18,0,0,0
1,4,2,12,12.5,56,69,18,0,48,0
1,1,1,7,11.4,174,134,53,0,0,0
1,3,3,57,4.9,420,134,330,0,0,0
1,4,2,12,11.3,183,69,18,0,76,0
1,2,2,17,33.5,420,134,0,0,0,0
1,2,2,41,59.3,321,134,64,0,57,0
1,2,1,8,25.3,183,134,18,0,0,0
1,1,1,7,11.1,173,134,53,0,0,0
1,1,1,9,3.5,420,134,18,0,260,0
1,4,2,12,84.6,51,69,18,0,40,0
1,3,3,32,2,420,134,322,0,0,0
1,3,3,48,2.6,420,134,1038,0,0,0
1,2,2,25,3.8,420,134,606,0,0,0
1,4,2,11,10.8,183,69,18,0,0,0
1,3,3,33,2.3,420,134,322,0,0,0
1,3,3,47,1.7,420,134,810,0,0,0
1,4,2,11,12.5,183,69,18,0,0,0
1,5,1,16,83.4,78,82,18,0,60,0
1,4,2,11,20.9,76,69,18,0,0,0
1,3,3,94,39.6,321,134,1742,0,0,0
1,1,1,19,4.6,257,153,77,0,0,0
1,4,2,11,7.2,81,69,18,0,0,0
1,4,1,11,9.2,183,134,18,0,30,0
1,1,1,7,11,151,134,53,0,0,0
1,3,3,36,3.3,420,134,330,0,0,0
1,4,2,11,15.1,74,69,18,0,0,0
1,4,2,11,23.1,183,69,18,0,0,0
1,4,1,11,10.4,183,134,18,0,30,0
1,4,2,11,6.2,67,69,18,0,0,0
1,4,2,11,8.4,183,69,18,0,0,0
1,4,2,11,11.9,183,69,18,0,0,0
1,1,1,19,5.2,225,153,77,0,0,0
1,4,2,12,6.5,109,69,18,0,17,0
1,1,1,7,17.8,188,134,53,0,0,0
1,4,2,11,13,81,69,18,0,0,0
1,5,1,16,80.5,75,82,18,0,60,0
1,4,2,11,13.6,60,69,18,0,0,0
1,4,2,11,11.3,183,69,18,0,0,0
1,5,3,22,6.3,321,134,34,0,3605,0
1,4,2,11,12.8,183,69,18,0,0,0
1,4,2,11,7.7,183,69,18,0,0,0
1,4,2,11,10.5,84,69,18,0,0,0
1,4,1,11,5.4,183,134,18,0,30,0
1,4,1,11,8.8,183,134,18,0,30,0
1,4,2,11,9.3,183,69,18,0,0,0
1,3,3,18,6.6,420,134,0,0,0,0
1,4,1,11,6.6,183,134,18,0,30,0
1,2,2,12,6.8,420,134,0,0,0,0
1,2,1,8,23.9,183,134,18,0,0,0
1,2,1,8,21.6,70,69,18,0,0,0
1,3,3,41,3.7,321,134,346,0,0,0
1,1,1,8,25.7,420,134,18,0,42,0
1,4,2,12,12.4,80,69,2931,0,0,0
1,4,2,11,2.7,86,69,18,0,0,0
1,4,2,12,36.8,92,69,18,0,52,0
1,2,1,8,24.2,183,134,18,0,0,0
1,4,2,11,15.8,183,69,18,0,0,0
1,4,1,11,5.2,183,134,18,0,30,0
1,3,3,88,30.5,321,134,1734,0,0,0
1,4,2,11,38.7,183,69,18,0,0,0
1,5,1,16,65.2,77,82,18,0,60,0
1,2,1,8,25.7,183,134,18,0,0,0
1,2,2,75,6.1,420,134,76,0,0,0
1,1,1,7,8.9,190,134,53,0,0,0
1,4,2,11,15.4,81,69,18,0,0,0
1,2,1,8,36.8,88,69,18,0,0,0
1,4,2,11,9.6,58,69,18,0,0,0
1,4,1,11,6.6,183,134,18,0,30,0
1,4,2,11,13,183,69,18,0,0,0
1,2,2,67,25.8,321,134,560,0,56,0
1,4,2,11,3.5,67,69,18,0,0,0
1,4,2,11,20.3,183,69,18,0,0,0
1,4,1,11,6.4,183,134,18,0,30,0
1,1,1,8,7.6,200,134,2950,0,0,0
1,5,1,16,90.9,73,82,18,0,60,0
1,4,2,11,9,55,69,18,0,0,0
1,4,2,11,12.7,85,69,18,0,0,0
1,4,1,11,6.7,183,134,18,0,30,0
1,3,3,53,2.6,420,134,322,0,0,0
1,4,2,11,21.6,52,69,18,0,0,0
1,1,1,7,12.7,189,134,53,0,0,0
1,4,1,11,3.5,183,134,18,0,30,0
1,4,2,11,10,183,69,18,0,0,0
1,4,2,12,6.3,102,69,18,0,17,0
1,4,2,11,10.8,183,69,18,0,0,0
1,1,1,8,11,420,134,18,0,260,0
1,4,1,11,6.3,183,134,18,0,30,0
1,3,3,42,11,420,134,922,0,0,0
1,4,2,11,14.9,183,69,18,0,0,0
1,1,1,19,6.1,420,134,476,0,0,0
1,4,2,11,15.1,183,69,18,0,0,0
1,1,1,7,16.3,208,134,53,0,0,0
1,1,1,7,10.9,172,134,53,0,0,0
1,5,3,22,8.2,321,134,18,0,3613,0
1,4,2,11,22.1,68,69,18,0,0,0
1,4,2,11,14.8,89,69,18,0,0,0
1,1,1,19,6.9,263,153,77,0,0,0
1,1,1,7,9.6,222,134,53,0,0,0
1,4,2,11,15.9,50,69,18,0,0,0
1,1,1,7,13.4,155,134,53,0,0,0
1,4,2,11,15.4,183,69,18,0,0,0
1,1,1,7,15.9,201,134,53,0,0,0
1,1,1,8,26.8,420,134,18,0,4,0
1,2,1,8,20.1,183,134,18,0,0,0
1,2,1,8,39.5,183,134,18,0,0,0
1,2,1,8,18.7,64,69,18,0,0,0
1,1,1,7,49,155,134,53,0,0,0
1,2,2,12,7.3,420,134,0,0,0,0
1,1,1,9,11.6,420,134,18,0,33,0
1,4,2,11,11,183,69,18,0,0,0
1,1,1,19,8.2,235,153,77,0,0,0
1,5,3,24,20.2,321,134,48,0,190,0
1,4,2,11,13.3,51,69,18,0,0,0
1,4,2,11,15.7,183,69,18,0,0,0
1,1,1,7,22.6,153,134,53,0,0,0
1,4,2,11,22.5,183,69,18,0,0,0
1,4,2,12,7.2,108,69,18,0,17,0
1,5,3,24,22,321,134,48,0,190,0
1,1,1,12,17.8,178,153,53,0,0,0
1,1,1,7,6.3,200,134,53,0,0,0
1,1,1,14,2.9,420,134,64,0,0,0
1,5,3,24,21.9,321,134,48,0,190,0
1,3,3,30,3.2,321,134,330,0,0,0
1,4,1,11,3.9,183,134,18,0,30,0
1,4,2,11,13.9,183,69,18,0,0,0
1,4,2,11,15,82,69,18,0,0,0
1,3,3,129,3.2,420,134,322,0,0,0
1,1,1,7,29.4,162,134,53,0,0,0
1,1,1,7,6.3,203,134,53,0,0,0
1,1,1,7,11.7,185,134,53,0,0,0
1,4,1,11,4.8,183,134,18,0,30,0
1,3,3,39,7.3,420,134,330,0,0,0
1,4,2,11,12.8,183,69,18,0,0,0
1,4,2,12,11.3,183,69,18,0,61,0
1,4,2,12,19.7,103,69,18,0,52,0
1,4,1,11,4.4,183,134,18,0,30,0
1,5,1,16,50.4,77,82,18,0,60,0
1,2,1,8,23.6,183,134,18,0,0,0
1,5,1,16,81.6,81,82,18,0,60,0
1,5,3,24,20.3,321,134,48,0,190,0
1,1,1,7,12.3,193,134,53,0,0,0
1,3,3,38,5.3,321,134,1726,0,0,0
1,4,1,11,3.3,183,134,18,0,30,0
1,4,2,12,10.6,77,69,2931,0,0,0
1,3,3,31,1.9,420,134,982,0,0,0
1,4,2,11,16.9,183,69,18,0,0,0
1,1,1,7,11.2,203,134,53,0,0,0
1,3,3,57,2.2,321,134,322,0,0,0
1,1,1,8,8.7,420,134,18,0,14,0
1,4,1,11,4.7,183,134,18,0,30,0
1,2,1,8,26.9,183,134,18,0,0,0
1,2,2,14,27.8,420,134,0,0,0,0
1,1,1,7,9.4,194,134,53,0,0,0
1,4,2,11,14.2,59,69,18,0,0,0
1,4,2,11,12.7,183,69,18,0,0,0
1,5,3,23,4,321,134,18,0,4193,0
1,4,1,11,6.8,183,134,18,0,30,0
1,2,2,24,9.4,321,134,644,0,0,0
1,4,1,11,7.4,183,134,18,0,30,0
1,4,1,11,7.6,183,134,18,0,30,0
1,4,2,11,24.1,183,69,18,0,0,0
1,4,2,11,12.6,183,69,18,0,0,0
1,4,2,11,16.5,85,69,18,0,0,0
1,4,2,11,12.7,183,69,18,0,0,0
1,4,2,11,10.1,183,69,18,0,0,0
1,1,1,8,5.5,420,134,18,0,14,0
1,2,1,8,23.5,183,69,18,0,0,0
1,4,2,12,15.8,83,69,2931,0,0,0
1,4,2,11,16.4,88,69,18,0,0,0
1,2,1,8,20.9,183,134,18,0,0,0
1,2,2,30,6.3,420,134,528,0,57,0
1,4,2,11,17.6,183,69,18,0,0,0
1,2,1,9,26.2,183,69,18,0,72,0
1,5,3,21,3.7,321,134,48,0,14444,0
1,4,1,11,6.4,183,134,18,0,30,0
1,2,2,22,17,321,134,762,0,0,0
1,1,1,15,12.8,274,153,72,0,0,0
1,4,2,11,14.9,81,69,18,0,0,0
1,1,1,7,5.8,173,134,53,0,0,0
1,4,1,11,9.4,183,134,18,0,30,0
1,5,3,21,16.9,321,134,48,0,9239,0
1,4,2,11,14.1,84,69,18,0,0,0
1,4,2,11,10.3,79,69,18,0,0,0
1,4,2,12,5,94,69,18,0,17,0
1,4,2,11,7.3,183,69,18,0,0,0
1,5,3,21,24.1,321,134,48,0,9233,0
1,4,2,12,6.3,105,69,18,0,17,0
1,2,1,8,18.9,113,134,18,0,0,0
1,5,1,16,81.9,80,82,18,0,60,0
1,4,2,11,8.9,183,69,18,0,0,0
1,2,2,45,19,321,134,428,0,56,0
1,2,1,8,18.8,63,69,18,0,0,0
1,5,1,16,83,76,82,18,0,60,0
1,5,3,21,11.8,321,134,48,0,9239,0
1,2,1,8,24.9,183,134,18,0,0,0
1,1,1,7,10.7,197,134,53,0,0,0
1,1,1,7,3.3,208,134,53,0,0,0
1,2,1,9,53.9,75,69,18,0,56,0
1,5,3,23,23.6,321,134,48,0,2204,0
1,4,2,11,13.9,79,69,18,0,0,0
1,4,2,12,7,108,69,18,0,17,0
1,2,2,30,16.2,321,134,688,0,0,0
1,2,2,47,22.1,420,134,560,0,0,0
1,3,3,88,40.7,321,134,1730,0,0,0
1,4,2,11,18.6,66,69,18,0,0,0
1,1,1,19,8.3,232,153,77,0,0,0
1,2,2,21,3.4,321,153,880,0,0,0
1,4,2,11,22.8,183,69,18,0,0,0
1,1,1,7,5.9,202,134,53,0,0,0
1,4,1,11,8.4,183,134,18,0,30,0
1,4,2,11,8.9,70,69,18,0,0,0
1,4,2,11,10.7,83,69,18,0,0,0
1,4,2,11,12.7,76,69,18,0,0,0
1,1,1,7,2.1,186,134,53,0,0,0
1,4,2,11,15.1,183,69,18,0,0,0
1,2,1,8,7.3,89,69,18,0,0,0
1,4,2,11,30.6,183,69,18,0,0,0
1,4,2,11,5.7,183,69,18,0,0,0
1,4,2,11,56.8,79,69,18,0,0,0
1,1,1,7,4.9,223,134,53,0,0,0
1,4,1,11,4.2,183,134,18,0,30,0
1,5,3,23,4.8,321,134,18,0,7715,0
1,4,2,11,12.1,80,69,18,0,0,0
1,4,2,12,10.7,183,69,18,0,61,0
1,4,2,11,24.1,183,69,18,0,0,0
1,4,2,11,11.9,183,69,18,0,0,0
1,2,1,8,29,183,134,18,0,0,0
1,4,2,11,13.8,81,69,18,0,0,0
1,4,1,11,6.3,183,134,18,0,30,0
1,2,1,9,51.3,85,69,18,0,56,0
1,4,2,11,17.3,183,69,18,0,0,0
1,4,2,11,14.1,72,69,18,0,0,0
1,4,2,11,17.2,56,69,18,0,0,0
1,2,2,23,16.2,321,153,260,0,76,0
1,5,1,16,75.6,82,82,18,0,60,0
1,2,1,8,27.6,183,134,18,0,0,0
1,2,2,20,6,321,134,646,0,0,0
1,4,2,11,29.2,71,69,18,0,0,0
1,4,2,11,18.1,52,69,18,0,0,0
1,4,1,11,10.7,183,134,18,0,30,0
1,4,1,11,5.2,183,134,18,0,30,0
1,2,2,37,11.6,420,134,560,0,56,0
1,4,2,11,13.6,73,69,18,0,0,0
1,4,2,11,4,75,69,18,0,0,0
1,4,2,11,9.6,183,69,54,0,0,0
1,2,1,8,31.8,183,134,18,0,0,0
1,4,2,12,7.8,58,69,18,0,48,0
1,4,2,12,7.1,108,69,18,0,17,0
1,4,2,11,11.9,183,69,18,0,0,0
1,4,1,11,4.8,183,134,18,0,30,0
1,2,1,8,20.4,183,134,18,0,0,0
1,4,2,11,11.7,183,69,18,0,0,0
1,5,3,21,4.1,321,134,48,0,16344,0
1,2,2,56,20.4,420,134,396,0,57,0
1,2,1,8,22.2,183,134,18,0,0,0
1,1,1,7,3.9,192,134,53,0,0,0
1,4,2,11,10.9,183,69,18,0,0,0
1,5,1,16,55,77,82,18,0,60,0
1,1,1,7,10.3,184,134,123,0,0,0
1,4,1,11,5.1,183,134,18,0,30,0
1,2,1,8,16.6,65,69,18,0,0,0
1,4,1,11,8,183,134,18,0,30,0
1,4,2,11,12.1,91,69,18,0,0,0
1,4,2,12,9.2,183,69,18,0,61,0
1,3,3,98,13.3,420,134,842,0,0,0
1,4,2,11,10.9,183,69,18,0,0,0
1,2,1,8,22.1,183,134,18,0,0,0
1,3,3,53,6.1,321,134,354,0,0,0
1,4,2,11,7.8,183,69,18,0,0,0
1,2,2,26,1.7,420,134,528,0,57,0
1,2,2,30,26.3,321,134,696,0,0,0
1,4,2,11,18.1,183,69,18,0,0,0
1,4,2,11,4.1,61,69,18,0,0,0
1,4,2,11,11.6,183,69,18,0,0,0
1,5,3,21,7.3,321,134,34,0,4546,0
1,4,1,11,4.4,183,134,18,0,30,0
1,1,1,8,34.1,420,134,18,0,33,0
1,3,3,30,3.9,382,153,330,0,0,0
1,2,1,8,23.5,183,134,18,0,0,0
1,2,2,27,4.3,420,134,720,0,0,0
1,1,1,8,12.6,212,69,18,0,25,0
1,2,2,25,3.8,420,134,606,0,0,0
1,4,2,11,18.4,183,69,18,0,0,0
1,5,1,16,52,77,82,18,0,60,0
1,4,2,11,11.4,183,69,18,0,0,0
1,4,2,11,12.8,183,69,18,0,0,0
1,4,2,11,8.9,80,69,18,0,0,0
1,3,3,55,4.1,420,134,878,0,0,0
1,1,1,7,13,196,134,53,0,0,0
1,1,1,7,49,321,134,53,0,0,0
1,4,2,11,24.5,93,69,18,0,0,0
1,2,1,9,52.5,88,69,18,0,56,0
1,2,1,8,9,81,69,18,0,0,0
1,4,2,11,13.5,77,69,18,0,0,0
1,4,1,11,9.2,183,134,18,0,30,0
1,5,1,16,86.1,73,82,18,0,60,0
1,2,1,8,21.2,183,134,18,0,0,0
1,4,2,11,24.6,183,69,18,0,0,0
1,3,3,35,5.2,321,134,322,0,0,0
1,4,2,12,8.9,183,69,18,0,74,0
1,3,3,61,2.4,420,134,330,0,0,0
1,4,2,11,11.4,183,69,18,0,0,0
1,4,1,11,3,183,134,18,0,30,0
1,2,1,8,23.3,183,134,18,0,0,0
1,4,2,11,19.5,183,69,18,0,0,0
1,4,2,15,4.2,183,69,511,0,0,0
1,2,1,8,20.7,183,134,18,0,0,0
1,2,1,9,28.6,183,69,18,0,72,0
1,4,2,12,4.8,65,69,18,0,374,0
1,2,1,9,62.6,64,69,18,0,56,0
1,3,3,63,4.8,420,134,330,0,0,0
1,4,1,11,6.1,183,134,18,0,30,0
1,2,2,27,14.2,420,134,484,0,0,0
1,4,2,11,11.1,183,69,18,0,0,0
1,4,2,11,11,183,69,95,0,0,0
1,4,1,11,7.4,183,134,18,0,30,0
1,1,1,7,7.9,197,134,53,0,0,0
1,4,2,11,19.2,183,69,18,0,0,0
1,1,1,8,19.9,420,134,18,0,33,0
1,2,1,8,24,183,69,18,0,0,0
