Is Benign(EOI)?,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Make of file,Model of file,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE)
0,4,2,11,16.0,0,0,183.0,69.0,116.0,0.0,0.0
1,2,1,9,14.9,0,0,183.0,69.0,18.0,0.0,72.0
1,3,3,37,8.9,0,0,321.0,134.0,710.0,0.0,0.0
1,1,1,7,16.2,0,0,166.0,134.0,53.0,0.0,0.0
1,5,1,16,87.2,0,0,76.0,82.0,18.0,0.0,60.0
1,4,1,11,7.8,0,0,183.0,134.0,18.0,0.0,30.0
1,4,1,10,5.1,0,0,65.0,134.0,1551.0,0.0,0.0
1,1,1,7,6.4,0,0,178.0,134.0,53.0,0.0,0.0
1,3,3,28,5.1,2,2,420.0,153.0,2293.0,0.0,0.0
1,5,3,20,5.3,0,0,321.0,134.0,560.0,0.0,0.0
1,4,2,11,7.3,0,0,62.0,69.0,18.0,0.0,0.0
1,1,1,7,7.3,0,0,420.0,134.0,18.0,0.0,0.0
1,4,2,11,14.0,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,12.7,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,15,1.2,0,0,183.0,69.0,3007.0,0.0,0.0
1,4,2,11,14.6,1,1,183.0,69.0,181.0,0.0,0.0
1,3,3,40,4.8,2,2,420.0,134.0,778.0,0.0,0.0
1,4,2,11,12.4,0,0,87.0,69.0,18.0,0.0,0.0
1,4,1,10,18.6,0,0,75.0,134.0,116.0,0.0,0.0
0,1,1,15,9.8,0,0,249.0,153.0,72.0,0.0,0.0
0,4,2,12,13.3,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,10.2,0,0,81.0,69.0,18.0,0.0,0.0
1,4,2,11,9.8,0,0,83.0,69.0,18.0,0.0,0.0
1,4,2,11,17.7,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,4.8,0,0,183.0,69.0,18.0,0.0,61.0
0,1,1,6,8.9,0,0,194.0,134.0,0.0,0.0,0.0
1,4,2,12,11.0,0,0,183.0,69.0,18.0,0.0,62.0
1,4,2,13,2.0,0,0,183.0,69.0,31.0,0.0,22.0
1,4,2,11,14.5,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,18.9,0,0,170.0,134.0,53.0,0.0,0.0
0,3,3,43,18.3,0,0,420.0,134.0,322.0,0.0,0.0
1,4,2,11,3.2,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,11,8.7,0,0,67.0,69.0,18.0,0.0,0.0
1,4,2,11,24.0,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,3.0,0,0,183.0,69.0,18.0,0.0,62.0
1,4,2,11,8.7,0,0,62.0,69.0,18.0,0.0,0.0
1,10,2,25,28.2,0,0,49.0,88.0,718.0,0.0,0.0
1,4,2,11,14.5,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,11,3.4,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,13.5,0,0,94.0,69.0,18.0,0.0,0.0
1,4,2,12,3.8,0,0,109.0,69.0,18.0,0.0,168.0
1,5,1,16,86.4,0,0,73.0,82.0,18.0,0.0,60.0
0,4,2,12,2.3,0,0,183.0,69.0,18.0,0.0,62.0
1,4,1,10,4.5,0,0,71.0,134.0,148.0,0.0,0.0
1,10,2,25,58.7,0,0,44.0,88.0,44.0,0.0,0.0
1,4,2,10,23.7,0,0,68.0,69.0,0.0,0.0,0.0
1,3,3,27,1.7,0,0,321.0,153.0,0.0,0.0,0.0
1,3,3,34,23.4,1,1,321.0,134.0,1125.0,0.0,0.0
1,5,3,20,3.8,0,0,321.0,134.0,560.0,0.0,0.0
0,4,2,12,11.8,0,0,183.0,69.0,18.0,0.0,61.0
0,98,151,3066,0.0,0,0,27403.0,16917.0,16674.0,30130.0,18752.0
0,4,2,11,23.8,0,0,183.0,69.0,18.0,0.0,0.0
1,2,1,8,19.1,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,20.3,0,0,183.0,69.0,18.0,0.0,0.0
1,7,3,31,3.0,0,0,321.0,134.0,330.0,0.0,0.0
1,1,1,7,7.1,0,0,420.0,134.0,53.0,0.0,0.0
1,4,1,11,6.8,0,0,183.0,134.0,18.0,0.0,30.0
0,4,2,12,1.0,0,0,183.0,69.0,18.0,0.0,61.0
1,5,1,16,82.4,0,0,80.0,82.0,18.0,0.0,60.0
0,0,0,2,1235.8,0,0,0.0,0.0,0.0,0.0,0.0
1,1,1,16,6.7,0,0,420.0,134.0,344.0,0.0,0.0
1,4,2,13,2.3,0,0,183.0,69.0,31.0,0.0,22.0
1,11,2,26,9.5,0,0,52.0,88.0,718.0,0.0,0.0
1,10,2,25,9.1,0,0,60.0,88.0,18.0,0.0,0.0
1,4,1,11,9.4,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,4.3,0,0,82.0,69.0,18.0,0.0,0.0
1,4,2,14,9.1,2,2,183.0,69.0,449.0,0.0,0.0
0,3,3,41,5.8,2,2,420.0,134.0,894.0,0.0,0.0
0,4,1,14,11.7,0,0,83.0,134.0,140.0,0.0,0.0
1,2,1,8,15.4,0,0,61.0,69.0,18.0,0.0,0.0
1,4,2,11,13.2,0,0,73.0,69.0,18.0,0.0,0.0
1,1,1,7,7.9,0,0,173.0,134.0,53.0,0.0,0.0
1,4,2,11,15.1,0,0,75.0,69.0,18.0,0.0,0.0
1,5,3,24,22.0,0,0,321.0,134.0,48.0,0.0,190.0
1,4,2,11,16.7,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,6,5.3,1,1,192.0,134.0,0.0,0.0,0.0
1,10,2,25,17.6,0,0,48.0,88.0,18.0,0.0,0.0
1,4,2,11,12.7,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,7.8,0,0,77.0,69.0,18.0,0.0,0.0
1,2,2,41,61.8,0,0,321.0,134.0,64.0,0.0,57.0
1,4,1,11,9.6,0,0,183.0,134.0,18.0,0.0,30.0
1,2,2,69,13.1,0,0,420.0,134.0,428.0,0.0,56.0
1,4,2,11,10.9,0,0,57.0,69.0,18.0,0.0,0.0
1,4,1,10,3.4,0,0,183.0,134.0,18.0,0.0,0.0
1,1,1,19,4.8,0,0,234.0,153.0,77.0,0.0,0.0
1,4,2,11,2.1,0,0,83.0,69.0,18.0,0.0,0.0
1,4,2,12,7.1,0,0,80.0,69.0,18.0,0.0,62.0
1,4,1,10,16.3,0,0,91.0,134.0,116.0,0.0,0.0
1,4,2,11,20.1,0,0,102.0,69.0,18.0,0.0,0.0
0,1,1,14,10.6,0,0,264.0,153.0,0.0,0.0,0.0
1,4,2,11,8.3,0,0,183.0,69.0,18.0,0.0,0.0
1,3,3,36,5.1,2,2,321.0,134.0,910.0,0.0,0.0
1,4,2,11,14.8,0,0,81.0,69.0,18.0,0.0,0.0
1,4,1,10,6.7,0,0,65.0,134.0,62.0,0.0,0.0
1,10,2,25,11.9,0,0,72.0,88.0,18.0,0.0,0.0
1,1,1,8,15.7,0,0,420.0,134.0,18.0,0.0,33.0
0,4,2,12,1.9,0,0,183.0,69.0,18.0,0.0,62.0
1,1,1,61,11.7,0,0,420.0,134.0,510.0,0.0,0.0
1,5,3,19,1.0,2,2,321.0,134.0,1002.0,0.0,0.0
1,2,1,9,8.7,0,0,70.0,69.0,18.0,0.0,71.0
0,1,1,14,9.7,0,0,264.0,153.0,0.0,0.0,0.0
1,4,2,11,12.1,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,16.3,0,0,183.0,69.0,18.0,0.0,72.0
1,1,1,6,6.4,0,0,180.0,134.0,0.0,0.0,0.0
1,1,1,61,10.8,0,0,420.0,134.0,510.0,0.0,0.0
1,4,2,11,5.4,0,0,109.0,69.0,148.0,0.0,0.0
1,11,3,36,3.9,2,2,420.0,134.0,18.0,0.0,1167.0
1,3,3,37,8.2,0,0,321.0,134.0,710.0,0.0,0.0
0,4,2,11,15.4,0,0,183.0,69.0,116.0,0.0,0.0
1,4,1,11,4.5,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,7,10.1,0,0,420.0,134.0,53.0,0.0,0.0
1,4,2,11,15.6,0,0,70.0,69.0,18.0,0.0,0.0
1,4,2,12,13.2,0,0,83.0,69.0,2931.0,0.0,0.0
1,4,2,11,12.3,0,0,73.0,69.0,18.0,0.0,0.0
1,2,1,8,18.9,0,0,183.0,134.0,18.0,0.0,0.0
1,2,2,15,7.0,2,2,420.0,134.0,18.0,0.0,14.0
1,2,2,35,34.1,0,0,321.0,134.0,64.0,0.0,57.0
1,1,1,7,4.1,0,0,175.0,134.0,53.0,0.0,0.0
1,2,1,8,18.0,0,0,183.0,134.0,18.0,0.0,0.0
1,3,3,30,3.8,2,2,420.0,134.0,806.0,0.0,0.0
1,10,2,25,17.2,0,0,66.0,88.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,28.1,0,0,81.0,69.0,18.0,0.0,0.0
1,4,1,10,16.4,0,0,74.0,134.0,62.0,0.0,0.0
1,4,2,11,32.8,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,19.1,0,0,83.0,69.0,18.0,0.0,0.0
1,4,2,12,18.0,0,0,59.0,69.0,18.0,0.0,48.0
1,4,1,10,7.7,0,0,94.0,134.0,62.0,0.0,0.0
1,4,2,11,8.7,0,0,75.0,69.0,18.0,0.0,0.0
1,4,2,11,10.9,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,16.4,0,0,51.0,69.0,18.0,0.0,0.0
1,2,1,8,23.2,0,0,183.0,134.0,18.0,0.0,0.0
0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
0,4,2,12,13.6,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,3.9,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,12.7,0,0,183.0,69.0,18.0,0.0,0.0
1,12,4,46,6.5,2,2,321.0,134.0,1406.0,0.0,0.0
1,4,1,10,5.0,0,0,77.0,134.0,62.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,19,3.0,0,0,250.0,153.0,77.0,0.0,0.0
1,4,2,11,17.8,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,14.0,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,17.7,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,15.1,0,0,82.0,69.0,2931.0,0.0,0.0
1,4,2,12,6.2,0,0,109.0,69.0,18.0,0.0,17.0
1,2,2,47,27.3,0,0,321.0,134.0,64.0,0.0,57.0
1,5,1,16,53.0,0,0,80.0,82.0,18.0,0.0,60.0
1,1,1,7,7.8,0,0,171.0,134.0,53.0,0.0,0.0
1,2,2,31,8.3,0,0,420.0,134.0,560.0,0.0,56.0
1,4,1,11,5.0,0,0,183.0,134.0,18.0,0.0,30.0
1,10,2,26,32.5,0,0,73.0,88.0,2363.0,0.0,0.0
1,4,2,12,5.1,0,0,183.0,69.0,18.0,0.0,61.0
1,10,2,25,4.7,0,0,88.0,88.0,18.0,0.0,0.0
1,2,2,29,16.1,0,0,420.0,134.0,428.0,0.0,0.0
1,1,1,7,9.2,0,0,164.0,134.0,53.0,0.0,0.0
1,10,2,25,5.5,0,0,46.0,88.0,18.0,0.0,0.0
1,4,1,10,28.5,0,0,74.0,134.0,134.0,0.0,0.0
1,4,2,11,2.1,0,0,63.0,69.0,18.0,0.0,0.0
1,2,1,8,35.6,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,6,5.7,0,0,202.0,134.0,0.0,0.0,0.0
1,4,2,11,13.0,0,0,183.0,69.0,18.0,0.0,0.0
0,13,4,428,1.7,0,0,321.0,134.0,2382.0,0.0,1625.0
1,4,2,11,15.7,0,0,183.0,69.0,18.0,0.0,0.0
1,5,3,24,20.1,0,0,321.0,134.0,48.0,0.0,190.0
0,4,2,11,21.6,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,6,13.3,0,0,142.0,134.0,0.0,0.0,0.0
1,4,2,11,16.3,0,0,183.0,69.0,18.0,0.0,0.0
0,3,3,41,5.0,2,2,420.0,134.0,894.0,0.0,0.0
1,4,2,11,33.0,0,0,62.0,69.0,18.0,0.0,0.0
1,4,2,11,16.1,0,0,88.0,69.0,0.0,0.0,5.0
0,4,2,12,5.0,0,0,183.0,69.0,18.0,0.0,64.0
1,2,1,8,14.2,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,25,7.4,2,2,76.0,88.0,1314.0,0.0,0.0
0,1,1,52,2.9,0,0,185.0,134.0,1457.0,909.0,7481.0
1,4,2,11,15.4,0,0,183.0,69.0,18.0,0.0,0.0
1,10,2,26,5.5,0,0,96.0,88.0,2931.0,0.0,0.0
1,4,1,10,1.5,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,8.9,0,0,183.0,69.0,18.0,0.0,0.0
1,5,3,23,18.6,0,0,321.0,134.0,48.0,0.0,2204.0
1,2,2,35,7.9,0,0,420.0,134.0,428.0,0.0,0.0
1,4,2,11,5.8,0,0,64.0,69.0,18.0,0.0,0.0
1,4,2,11,11.0,0,0,71.0,69.0,18.0,0.0,0.0
1,5,3,24,22.0,0,0,321.0,134.0,48.0,0.0,190.0
1,2,1,8,25.0,0,0,74.0,69.0,18.0,0.0,0.0
1,3,3,71,10.7,2,2,420.0,199.0,1372.0,0.0,0.0
1,4,2,12,13.8,0,0,183.0,69.0,18.0,0.0,61.0
1,4,1,11,8.9,0,0,183.0,134.0,18.0,0.0,30.0
1,4,1,12,13.9,0,0,96.0,134.0,3041.0,0.0,0.0
1,3,3,34,1.9,2,2,420.0,134.0,1022.0,0.0,0.0
1,4,2,11,12.3,0,0,75.0,69.0,18.0,0.0,0.0
1,4,2,11,12.2,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,9.8,0,0,78.0,69.0,18.0,0.0,70.0
1,2,2,23,21.4,0,0,420.0,134.0,396.0,0.0,57.0
1,1,1,8,7.3,0,0,420.0,134.0,18.0,0.0,14.0
1,2,2,31,5.8,0,0,420.0,134.0,560.0,0.0,56.0
1,3,3,36,4.6,0,0,420.0,134.0,330.0,0.0,0.0
1,3,3,52,5.5,0,0,420.0,134.0,330.0,0.0,0.0
1,3,3,27,0.4,0,0,420.0,134.0,0.0,0.0,0.0
1,10,2,25,12.5,0,0,74.0,88.0,18.0,0.0,0.0
1,4,1,11,4.6,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,11,12.2,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,10,6.2,0,0,84.0,134.0,62.0,0.0,0.0
1,4,2,11,7.8,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,5,3,23,22.0,0,0,321.0,134.0,48.0,0.0,2204.0
1,3,3,35,5.0,2,2,321.0,134.0,1634.0,0.0,0.0
1,5,1,16,82.3,0,0,76.0,82.0,18.0,0.0,60.0
1,4,1,11,6.0,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,9,13.9,0,0,420.0,134.0,18.0,0.0,33.0
1,3,3,31,10.3,2,2,321.0,153.0,830.0,0.0,0.0
1,4,2,12,25.0,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,19,6.4,0,0,177.0,153.0,77.0,0.0,0.0
1,1,1,6,31.2,0,0,223.0,134.0,0.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,12,26.9,0,0,183.0,69.0,18.0,0.0,64.0
1,2,1,8,25.8,0,0,183.0,69.0,18.0,0.0,0.0
1,2,1,8,21.6,0,0,183.0,134.0,18.0,0.0,0.0
1,5,3,24,28.7,0,0,321.0,134.0,48.0,0.0,190.0
1,1,1,7,3.6,0,0,229.0,134.0,53.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,16.0,0,0,79.0,69.0,18.0,0.0,0.0
1,4,2,11,25.3,0,0,183.0,69.0,18.0,0.0,0.0
0,10,2,26,2.8,0,0,46.0,88.0,489.0,0.0,0.0
1,4,1,10,31.0,0,0,69.0,134.0,18.0,0.0,0.0
0,4,2,11,9.1,0,0,71.0,69.0,18.0,0.0,0.0
1,1,1,6,16.7,0,0,181.0,134.0,0.0,0.0,0.0
1,4,2,11,26.3,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,5.4,0,0,205.0,134.0,53.0,0.0,0.0
1,4,1,10,4.2,0,0,57.0,134.0,146.0,0.0,0.0
0,4,2,11,5.7,2,2,183.0,69.0,2648.0,0.0,0.0
1,4,2,11,8.3,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,3.8,0,0,56.0,69.0,18.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,19,9.6,0,0,232.0,153.0,77.0,0.0,0.0
1,4,2,11,11.4,0,0,55.0,69.0,18.0,0.0,0.0
1,4,1,11,10.0,0,0,183.0,134.0,18.0,0.0,30.0
1,3,3,44,10.8,0,0,321.0,134.0,0.0,0.0,0.0
1,4,2,12,6.5,0,0,108.0,69.0,18.0,0.0,17.0
1,4,2,11,11.6,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,26.2,0,0,62.0,69.0,18.0,0.0,25.0
1,4,2,11,18.1,0,0,49.0,69.0,18.0,0.0,0.0
1,4,2,11,19.2,0,0,66.0,69.0,18.0,0.0,0.0
1,1,1,7,10.9,0,0,189.0,134.0,53.0,0.0,0.0
1,4,2,11,11.9,0,0,90.0,69.0,18.0,0.0,0.0
1,5,3,24,20.1,0,0,321.0,134.0,48.0,0.0,190.0
1,4,2,11,13.2,0,0,79.0,69.0,18.0,0.0,0.0
1,4,2,11,12.4,0,0,183.0,69.0,18.0,0.0,0.0
1,3,3,30,6.4,0,0,321.0,134.0,330.0,0.0,0.0
1,1,1,7,9.8,0,0,222.0,134.0,53.0,0.0,0.0
1,4,2,11,13.0,0,0,66.0,69.0,18.0,0.0,0.0
0,4,2,12,13.6,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,14.7,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,11,11.8,0,0,183.0,69.0,18.0,0.0,0.0
1,5,3,21,24.1,0,0,321.0,134.0,48.0,0.0,9195.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,6.3,0,0,98.0,69.0,18.0,0.0,0.0
1,1,1,6,12.3,0,0,91.0,134.0,0.0,0.0,0.0
0,3,3,25,2.4,0,0,420.0,134.0,322.0,0.0,0.0
1,1,1,7,23.3,0,0,147.0,134.0,53.0,0.0,0.0
0,1,1,12,12.4,0,0,204.0,153.0,72.0,0.0,0.0
1,2,2,66,2.4,0,0,420.0,134.0,602.0,0.0,56.0
1,10,2,25,10.8,0,0,79.0,88.0,154.0,0.0,0.0
0,1,1,6,8.5,0,0,199.0,134.0,0.0,0.0,0.0
1,2,1,8,15.4,0,0,183.0,134.0,18.0,0.0,0.0
1,4,2,11,8.5,0,0,183.0,69.0,68.0,0.0,0.0
1,10,2,26,2.2,0,0,85.0,88.0,18.0,0.0,62.0
1,1,1,25,4.0,0,0,420.0,134.0,476.0,0.0,0.0
1,2,2,23,9.9,0,0,420.0,134.0,396.0,0.0,57.0
1,1,1,6,4.2,0,0,151.0,134.0,0.0,0.0,0.0
1,5,1,16,83.0,0,0,82.0,82.0,18.0,0.0,60.0
1,4,1,10,6.2,0,0,66.0,134.0,62.0,0.0,0.0
1,4,2,11,6.4,0,0,56.0,69.0,18.0,0.0,0.0
1,2,1,8,15.3,0,0,62.0,69.0,18.0,0.0,0.0
1,4,2,12,5.0,0,0,90.0,69.0,18.0,0.0,17.0
1,4,2,11,13.8,0,0,84.0,69.0,18.0,0.0,0.0
1,4,2,11,12.2,0,0,183.0,69.0,18.0,0.0,0.0
1,2,1,9,48.8,0,0,87.0,69.0,18.0,0.0,56.0
1,4,2,11,10.6,0,0,75.0,69.0,18.0,0.0,0.0
1,1,1,7,11.0,0,0,183.0,134.0,53.0,0.0,0.0
1,4,1,10,11.0,0,0,58.0,134.0,18.0,0.0,0.0
1,1,1,19,9.9,0,0,287.0,153.0,77.0,0.0,0.0
1,4,2,11,15.7,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,4.6,0,0,171.0,134.0,53.0,0.0,0.0
1,4,2,11,14.7,0,0,183.0,69.0,18.0,0.0,0.0
1,3,3,35,2.1,0,0,321.0,153.0,330.0,0.0,0.0
1,1,1,12,11.3,0,0,189.0,153.0,72.0,0.0,0.0
1,4,2,12,10.1,0,0,82.0,69.0,2931.0,0.0,0.0
1,1,1,7,11.6,0,0,192.0,134.0,53.0,0.0,0.0
1,4,2,11,10.6,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,11,7.0,2,2,183.0,69.0,2348.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,1,11,7.2,0,0,183.0,134.0,18.0,0.0,30.0
1,1,1,9,9.3,0,0,420.0,134.0,18.0,0.0,33.0
1,5,1,16,81.5,0,0,79.0,82.0,18.0,0.0,60.0
1,4,2,11,8.2,0,0,91.0,69.0,44.0,0.0,0.0
1,5,1,16,77.2,0,0,81.0,82.0,18.0,0.0,60.0
1,3,3,33,3.9,0,0,420.0,134.0,330.0,0.0,0.0
1,4,1,10,11.8,0,0,76.0,134.0,62.0,0.0,0.0
1,4,2,11,23.1,0,0,183.0,69.0,18.0,0.0,0.0
1,4,2,12,12.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,12.2,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,11,3.3,0,0,183.0,134.0,18.0,0.0,30.0
0,4,2,12,1.0,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,17,6.6,0,0,420.0,134.0,344.0,0.0,0.0
1,4,2,11,13.6,0,0,183.0,69.0,18.0,0.0,0.0
0,4,2,11,10.7,0,0,183.0,69.0,18.0,0.0,0.0
0,2,2,30,3.4,0,0,420.0,134.0,618.0,0.0,0.0
1,4,2,11,6.0,0,0,81.0,69.0,18.0,0.0,0.0
1,4,1,11,6.2,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,12,13.7,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,18.6,0,0,52.0,69.0,18.0,0.0,0.0
1,12,4,43,7.8,0,0,321.0,134.0,330.0,0.0,0.0
1,1,1,7,6.9,0,0,159.0,134.0,53.0,0.0,0.0
1,4,2,11,15.6,0,0,183.0,69.0,18.0,0.0,0.0
1,4,1,11,8.6,0,0,183.0,134.0,18.0,0.0,30.0
1,4,2,12,6.0,0,0,57.0,69.0,18.0,0.0,61.0
1,4,2,11,14.3,0,0,87.0,69.0,18.0,0.0,0.0
1,4,1,10,10.4,0,0,60.0,134.0,62.0,0.0,0.0
1,3,3,46,1.5,2,2,420.0,134.0,810.0,0.0,0.0
1,4,2,11,15.3,0,0,183.0,69.0,18.0,0.0,0.0
1,3,3,48,3.8,0,0,420.0,134.0,0.0,0.0,0.0
1,1,1,6,9.8,0,0,190.0,134.0,0.0,0.0,0.0
0,4,2,12,24.9,0,0,183.0,69.0,18.0,0.0,61.0
1,3,3,35,5.7,2,2,321.0,134.0,1694.0,0.0,0.0
0,4,2,12,1.1,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,5.7,0,0,81.0,69.0,18.0,0.0,0.0
1,4,2,13,2.2,0,0,183.0,69.0,31.0,0.0,22.0
1,3,3,59,25.4,2,2,321.0,134.0,828.0,0.0,202.0
1,4,2,12,6.8,0,0,107.0,69.0,18.0,0.0,17.0
1,1,1,7,17.7,0,0,158.0,134.0,53.0,0.0,0.0
1,2,1,9,27.3,0,0,183.0,69.0,18.0,0.0,72.0
1,4,2,12,3.6,0,0,183.0,69.0,18.0,0.0,62.0
1,4,2,11,21.6,0,0,183.0,69.0,18.0,0.0,0.0
1,1,1,7,21.4,0,0,174.0,134.0,53.0,0.0,0.0
1,1,1,7,10.8,0,0,200.0,134.0,53.0,0.0,0.0
1,4,2,12,6.2,0,0,183.0,69.0,18.0,0.0,61.0
1,1,1,7,3.3,0,0,249.0,134.0,53.0,0.0,0.0
1,4,2,11,3.8,0,0,69.0,69.0,18.0,0.0,0.0
1,4,2,12,10.9,0,0,183.0,69.0,18.0,0.0,61.0
1,2,2,64,3.2,0,0,420.0,134.0,1038.0,0.0,0.0
1,4,2,12,12.7,1,1,183.0,69.0,181.0,0.0,61.0
1,2,2,12,10.6,2,2,420.0,199.0,0.0,0.0,0.0
1,4,2,12,16.0,0,0,183.0,69.0,18.0,0.0,61.0
1,4,1,11,7.1,0,0,183.0,134.0,18.0,0.0,30.0
1,10,2,24,13.3,0,0,72.0,88.0,686.0,0.0,0.0
1,5,3,20,3.5,0,0,321.0,134.0,560.0,0.0,0.0
1,1,1,19,3.4,0,0,271.0,153.0,77.0,0.0,0.0
0,4,2,11,6.1,2,2,183.0,69.0,2348.0,0.0,0.0
1,10,2,25,5.3,0,2,74.0,88.0,1080.0,0.0,0.0
1,5,1,16,57.6,0,0,77.0,82.0,18.0,0.0,60.0
0,4,2,12,12.7,0,0,183.0,69.0,18.0,0.0,61.0
0,4,2,12,14.2,0,0,183.0,69.0,18.0,0.0,61.0
1,4,2,11,2.5,0,0,115.0,69.0,18.0,0.0,0.0
