Is Benign(EOI)?,Number of DHT Markers,Number of DQT Markers,Total Number of Markers,Maximum size used in %,Make of file,Model of file,Max Marker Size for DHT(FFC4),Max Marker Size for DQT FFDB,Max Marker Size for APP1(FFE0),Max Marker Size for APP12(FFEF),Max Marker Size for COM(FFFE),Label
1,4,2,12,13.7,0,0,183,69,18,0,61,1
1,4,2,11,11.1,0,0,183,69,18,0,0,0
1,1,1,7,15.5,0,0,211,134,53,0,0,1
1,5,3,22,5,0,0,321,134,34,0,8023,0
1,1,1,7,4.8,0,0,179,134,53,0,0,1
1,4,2,11,12.7,0,0,183,69,18,0,0,0
1,4,2,11,2.1,0,0,83,69,18,0,0,1
1,4,1,11,7.9,0,0,183,134,18,0,30,0
1,4,2,11,15.5,0,0,86,69,18,0,0,0
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,1,1,8,19.9,0,0,420,134,18,0,4,0
1,4,2,11,12,0,0,183,69,18,0,0,0
0,4,2,12,5.7,0,0,183,69,18,0,61,1
0,4,2,11,11.1,0,0,183,69,18,0,0,1
1,1,1,19,5.2,0,0,225,153,77,0,0,0
1,1,1,7,9,0,0,187,134,53,0,0,0
0,2,2,30,3.4,0,0,420,134,618,0,0,1
1,2,1,8,18,0,0,183,134,18,0,0,0
0,4,2,12,2.7,0,0,183,69,18,0,62,1
0,4,2,11,6.6,2,2,183,69,2528,0,0,1
1,4,2,10,10.9,0,0,95,69,0,0,0,1
1,4,2,11,8.7,0,0,62,69,18,0,0,0
1,10,2,25,6.3,2,2,77,88,654,0,0,1
0,4,2,12,10.8,0,0,183,69,18,0,61,1
0,1,1,6,2.6,0,0,164,134,0,0,0,1
1,1,1,7,13,0,0,196,134,53,0,0,0
1,4,2,12,6.3,0,0,106,69,18,0,17,0
0,4,1,14,11.7,0,0,83,134,140,0,0,1
1,2,2,21,3.4,0,0,321,153,880,0,0,0
1,4,2,11,10.4,0,0,56,69,18,0,0,0
1,4,2,12,5,0,0,90,69,18,0,17,0
1,4,1,10,6.5,0,0,71,134,18,0,0,1
1,1,1,6,16.7,0,0,181,134,0,0,0,1
1,4,2,11,5.7,0,0,81,69,18,0,0,0
1,4,2,11,22.5,0,0,183,69,18,0,0,0
1,4,2,11,11.6,1,1,0,183,69,181,0,1
1,4,2,12,14.9,0,0,183,69,18,0,61,1
1,4,1,10,5.8,0,0,74,134,368,0,0,1
1,4,2,11,11.6,0,0,183,69,18,0,0,0
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,4,2,11,21,0,0,55,69,18,0,0,0
1,4,2,12,20.6,0,0,183,69,18,0,61,1
1,4,2,12,7.2,0,0,108,69,18,0,17,0
1,1,1,12,11.3,0,0,189,153,72,0,0,0
1,4,2,11,20.3,0,0,183,69,18,0,0,0
1,4,1,11,5,0,0,183,134,18,0,30,0
1,4,2,11,10,0,0,183,69,18,0,0,0
1,4,1,10,22.7,0,0,66,134,18,0,0,1
1,1,1,7,1.5,0,0,139,134,53,0,0,1
1,4,2,11,28.8,0,0,183,69,18,0,0,0
1,2,1,8,23.2,0,0,183,134,18,0,0,0
1,4,2,11,17.7,0,0,77,69,18,0,0,0
1,4,1,10,19.3,0,0,86,134,62,0,0,1
1,2,1,8,21.7,0,0,183,134,18,0,0,0
1,1,1,7,9.6,0,0,222,134,53,0,0,0
1,4,2,11,15.7,0,0,183,69,18,0,0,0
1,4,2,11,17.3,0,0,183,69,18,0,0,0
1,4,2,11,35.4,0,0,58,69,18,0,0,1
0,4,2,11,18.3,0,0,183,69,18,0,0,1
1,4,1,11,8.9,0,0,183,134,18,0,30,0
0,1,1,6,8.1,0,0,211,134,0,0,0,1
1,5,3,23,4.8,0,0,321,134,18,0,7715,0
1,3,3,55,4.1,2,2,420,134,878,0,0,0
1,10,2,26,3.4,0,0,67,88,1985,0,0,1
1,2,1,8,9.9,0,0,89,69,18,0,0,0
0,4,2,12,3.4,0,0,53,69,489,0,0,1
1,1,1,19,8.3,0,0,232,153,77,0,0,0
1,4,2,11,9.6,0,0,58,69,18,0,0,0
1,4,2,11,12.7,0,0,183,69,18,0,0,0
1,4,1,11,6,0,0,183,134,18,0,30,0
1,4,2,12,19,0,0,183,69,18,0,64,1
1,4,1,10,12.4,0,0,79,134,18,0,0,1
1,3,3,39,9.3,0,0,420,134,0,0,0,1
1,14,4,41,9.6,2,2,67,88,1898,0,0,1
1,5,3,20,3.5,0,0,321,134,560,0,0,0
1,4,2,11,15.7,0,0,73,69,18,0,0,1
1,4,2,11,16,0,0,73,69,18,0,0,0
1,3,3,28,0.4,0,0,420,134,330,0,0,1
1,4,2,11,16.5,0,0,183,69,18,0,0,0
1,4,2,11,40.8,0,0,77,69,18,0,0,0
1,4,2,12,4.8,0,0,183,69,18,0,61,1
0,1,1,7,9.6,0,0,213,134,53,0,0,1
1,3,3,35,5.2,0,0,321,134,322,0,0,0
1,1,1,7,5.4,0,0,205,134,53,0,0,0
1,1,1,19,6.9,0,0,263,153,77,0,0,0
1,2,1,9,27.6,0,0,183,69,18,0,72,0
0,4,2,12,7.7,0,0,183,69,18,0,61,1
1,1,1,8,5.6,0,0,420,134,18,0,4,0
0,4,2,12,5,0,0,183,69,18,0,64,1
1,4,2,11,16.8,0,0,79,69,18,0,0,0
1,4,2,11,14.7,0,0,183,69,18,0,0,0
0,4,2,11,0.6,0,0,53,69,12849,0,0,1
1,1,1,6,10.5,0,0,191,134,0,0,0,1
1,4,2,11,11,0,0,183,69,18,0,0,0
1,4,1,11,10.1,0,0,78,134,2975,0,0,1
1,1,1,7,7.3,0,0,175,134,69,0,0,0
0,4,2,11,32,0,0,183,69,18,0,0,1
1,2,1,8,35.6,0,0,183,69,18,0,0,0
1,14,4,38,2.5,2,2,88,88,2778,0,0,1
0,4,2,51,3.6,0,0,183,69,54,0,0,1
1,5,3,23,4.8,0,0,321,134,18,0,6538,0
1,4,1,11,3.4,0,0,183,134,18,0,30,0
1,4,2,11,13.4,0,0,89,69,18,0,0,1
1,4,2,11,18.2,0,0,183,69,18,0,0,1
1,5,3,21,16.6,0,0,321,134,48,0,9195,0
1,4,2,11,18.7,0,0,84,69,18,0,0,0
0,4,2,11,4.6,0,0,183,69,116,0,0,1
1,1,1,8,26.8,0,0,420,134,18,0,4,0
0,2,2,24,19,0,0,321,134,778,0,0,1
1,4,2,11,14.2,0,0,74,69,18,0,0,0
1,4,2,11,7,0,0,183,69,18,0,0,1
1,4,2,11,15.9,0,0,84,69,18,0,0,0
0,10,2,26,3.1,0,0,51,88,489,0,0,1
1,4,2,11,12.1,0,0,183,69,18,0,0,0
1,4,2,11,24.5,0,0,183,69,18,0,0,0
1,4,2,11,21.7,0,0,73,69,18,0,0,1
1,10,2,25,9.5,0,0,72,88,18,0,0,0
1,4,1,11,9.2,0,0,183,134,18,0,30,0
1,5,1,16,74.3,0,0,79,82,18,0,60,0
1,4,2,12,10.7,0,0,183,69,18,0,61,0
0,4,2,12,13.6,0,0,183,69,18,0,61,1
1,2,2,39,3.4,0,0,420,134,528,0,57,0
1,4,1,11,4.6,0,0,183,134,18,0,30,0
1,4,1,11,5.7,0,0,183,134,18,0,30,0
1,10,2,25,7.9,0,0,54,88,92,0,0,1
1,4,2,11,8.9,0,0,80,69,18,0,0,0
1,1,1,7,11.1,0,0,173,134,53,0,0,0
1,4,2,11,15.1,0,0,74,69,18,0,0,0
1,4,2,12,3.4,0,0,183,69,18,0,62,1
1,4,2,11,10.3,0,0,55,69,18,0,0,0
1,1,1,7,20.1,1,1,0,147,134,366,0,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
0,1,1,14,8.9,0,0,261,153,0,0,0,1
1,3,3,62,30.9,2,2,321,134,1714,0,0,0
1,2,2,27,12.6,0,0,321,134,560,0,0,0
1,4,1,11,7.4,0,0,183,134,18,0,30,0
1,3,3,31,1.9,2,2,420,134,982,0,0,0
1,4,2,11,13.3,0,0,183,69,18,0,0,0
1,4,2,11,15.9,0,0,50,69,18,0,0,0
1,3,3,53,2.6,0,0,420,134,322,0,0,0
1,3,3,35,4.6,2,2,321,134,1726,0,0,0
1,4,1,11,7.8,0,0,183,134,18,0,30,0
0,4,1,49,2.4,0,0,50,134,62,0,0,1
1,4,2,12,21.7,1,1,0,183,69,181,0,1
1,5,3,18,9.4,2,2,420,134,1328,0,0,1
1,4,2,12,7.1,0,0,80,69,18,0,62,1
1,4,2,11,24.1,0,0,183,69,18,0,0,0
1,4,2,11,8.8,0,0,88,69,18,0,0,1
1,4,2,11,34.8,0,0,183,69,110,0,0,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,3,3,59,25.4,2,2,321,134,828,0,202,0
1,4,2,12,9.2,0,0,183,69,18,0,61,0
1,4,2,11,18.1,0,0,183,69,18,0,0,0
1,4,2,11,8.9,0,0,70,69,18,0,0,0
1,4,2,11,10.7,0,0,74,69,18,0,0,0
0,4,2,11,105.7,0,0,183,69,54,0,0,1
0,3,3,40,5.6,2,2,420,134,894,0,0,1
0,4,2,11,18.3,0,0,183,69,18,0,0,1
1,3,3,101,9.6,0,0,420,134,322,0,0,0
1,2,1,8,19.5,0,0,183,134,18,0,0,0
1,4,2,12,5,0,0,92,69,18,0,17,0
1,4,2,11,10.6,0,0,65,69,18,0,0,1
1,4,2,11,11.6,0,0,74,69,13597,0,0,1
1,1,1,19,7.8,0,0,337,153,77,0,0,0
1,1,1,7,18.9,0,0,170,134,53,0,0,0
1,1,1,6,9.3,0,0,293,134,0,0,0,1
1,2,1,8,26.9,0,0,183,134,18,0,0,0
1,4,2,10,8.6,0,0,86,69,0,0,0,1
1,4,1,10,10.8,0,0,74,134,62,0,0,1
1,10,2,25,2.5,0,0,80,88,18,0,0,1
1,1,1,7,3.3,0,0,249,134,53,0,0,0
0,4,2,12,12.3,0,0,183,69,18,0,61,1
1,10,2,26,4.9,0,0,87,88,18,0,62,1
1,5,3,21,2.5,0,0,321,134,2931,0,0,0
1,4,2,12,16.1,0,0,83,69,2931,0,0,0
1,4,2,11,17.2,0,0,56,69,18,0,0,0
1,4,1,10,3.7,0,0,58,134,1057,0,0,1
1,4,2,12,10.1,0,0,183,69,18,0,61,1
1,4,1,10,10.4,0,0,95,134,62,0,0,1
1,4,2,12,4.2,1,1,0,183,69,181,0,1
1,1,1,6,5.3,1,1,0,192,134,0,0,1
1,4,2,11,13.6,0,0,183,69,18,0,0,0
1,4,2,14,9.1,2,2,183,69,449,0,0,0
1,4,2,11,7.7,0,0,183,69,18,0,0,0
1,2,2,24,9.3,0,0,321,134,560,0,0,0
1,4,2,12,6.5,0,0,109,69,18,0,17,0
0,4,2,11,9.1,0,0,183,69,18,0,0,1
1,4,2,11,5.4,0,0,183,69,18,0,0,1
1,4,2,11,19.4,0,0,74,69,18,0,0,0
1,1,1,7,4.4,0,0,173,134,53,0,0,0
1,2,1,9,50.5,0,0,86,69,18,0,56,0
1,4,2,11,11,0,0,183,69,18,0,0,1
1,1,1,7,2.1,0,0,186,134,53,0,0,0
1,1,1,9,10.7,0,0,420,134,18,0,33,0
1,4,2,11,16.7,0,0,183,69,18,0,0,0
1,2,2,31,5.8,0,0,420,134,560,0,56,0
1,4,2,11,16.5,0,0,85,69,18,0,0,0
1,1,1,7,16.8,0,0,420,134,18,0,0,0
1,2,1,8,20.9,0,0,183,134,18,0,0,0
1,4,2,12,7.8,0,0,58,69,18,0,48,0
1,2,2,25,3.8,0,0,420,134,606,0,0,0
1,4,1,10,8.9,0,0,71,134,368,0,0,1
1,3,3,57,2.2,0,0,321,134,322,0,0,0
1,4,1,11,9,0,0,183,134,18,0,30,0
1,2,2,47,14.8,0,0,321,134,64,0,57,0
1,5,1,16,86.1,0,0,73,82,18,0,60,0
1,4,2,11,14.7,0,0,78,69,18,0,0,0
1,4,2,12,12,0,0,83,69,2931,0,0,0
1,2,2,42,15.3,0,0,420,134,396,0,57,0
1,4,2,11,4.9,0,0,183,69,18,0,0,1
1,10,2,25,9.8,0,0,58,88,74,0,0,1
0,0,0,2,31.2,0,0,0,0,0,0,0,1
1,1,1,9,15.5,0,0,420,134,18,0,33,1
1,1,1,14,2.9,0,0,420,134,64,0,0,0
0,2,2,15,172.3,0,0,321,134,0,0,0,1
1,5,3,22,5.6,0,0,321,134,18,0,1118,0
1,2,1,8,24,0,0,183,69,18,0,0,0
0,4,2,12,14.5,0,0,183,69,18,0,61,1
1,4,2,11,13.6,0,0,55,69,18,0,0,0
1,2,1,8,18.9,0,0,183,134,18,0,0,0
1,2,1,8,21.4,0,0,183,134,18,0,0,0
0,4,2,12,9.9,0,0,58,69,18,0,547,1
0,4,2,11,15.4,0,0,183,69,116,0,0,1
1,4,2,10,7.5,0,0,57,69,0,0,0,1
1,1,1,7,4,1,1,0,192,134,216,0,1
1,2,1,8,23.5,0,0,183,134,18,0,0,0
1,4,2,11,23.1,0,0,183,69,18,0,0,1
1,4,2,12,11.3,0,0,183,69,18,0,76,0
1,4,1,10,9.1,0,0,68,134,62,0,0,1
1,4,1,12,15.9,0,0,96,134,2413,0,0,1
1,4,2,11,20.1,0,0,68,69,18,0,0,0
1,4,1,11,4.5,0,0,183,134,18,0,30,0
0,3,3,40,3.7,2,2,420,134,894,0,0,1
1,1,1,7,7.1,0,0,420,134,53,0,0,0
1,4,2,11,2.8,0,0,75,69,18,0,0,1
1,4,1,10,8.8,0,0,82,134,62,0,0,1
1,4,1,11,7.7,0,0,183,134,18,0,30,0
1,4,2,11,14.5,0,0,183,69,18,0,0,0
1,1,1,7,4.6,0,0,171,134,53,0,0,0
1,4,2,11,12.4,0,0,69,69,18,0,0,0
1,5,3,24,21.8,0,0,321,134,48,0,190,0
0,4,2,12,3.1,0,0,183,69,18,0,62,1
1,4,2,11,13.2,0,0,67,69,18,0,0,1
1,4,1,11,8.4,0,0,183,134,18,0,30,0
1,2,1,8,27.6,0,0,183,134,18,0,0,0
1,4,2,11,10.6,0,0,75,69,18,0,0,0
1,2,2,31,10.4,0,0,321,134,560,0,0,0
1,2,2,44,6.6,0,0,321,134,602,0,0,0
1,1,1,7,17.2,0,0,210,134,53,0,0,0
1,4,2,11,15.6,0,0,86,69,18,0,0,0
1,3,3,30,6.4,0,0,321,134,330,0,0,0
1,4,2,11,13.6,0,0,183,69,18,0,0,0
1,4,1,11,3.6,0,0,183,134,18,0,30,0
1,4,2,12,5,0,0,90,69,18,0,17,0
1,1,1,7,6.3,0,0,200,134,53,0,0,0
1,4,2,11,8.6,0,0,81,69,18,0,0,0
1,5,3,22,6.3,0,0,321,134,34,0,3605,0
1,4,2,11,3.8,0,0,56,69,18,0,0,1
1,2,2,57,20.8,0,0,321,134,64,0,57,0
1,1,1,8,10.1,0,0,196,134,2950,0,0,0
1,4,1,11,8.6,0,0,183,134,18,0,30,0
1,4,1,10,11.7,0,0,98,134,62,0,0,1
1,4,2,12,16.1,0,0,183,69,18,0,61,1
1,3,3,27,0.6,0,0,420,134,0,0,0,1
1,2,2,28,17.6,0,0,321,134,688,0,0,0
1,4,1,10,8.6,0,0,72,134,368,0,0,1
1,4,2,11,7.7,0,0,90,69,18,0,0,1
0,5,3,18,16.1,2,2,420,134,2064,0,0,1
0,12,1,368,21.6,0,0,71,153,480,42,16146,1
1,1,1,15,12.8,0,0,274,153,72,0,0,0
0,1,1,6,2.1,0,0,167,134,0,0,0,1
1,4,2,11,12.7,0,0,76,69,18,0,0,0
1,4,1,10,6,0,0,67,134,62,0,0,1
1,10,2,25,7.3,0,0,67,88,18,0,0,0
0,1,1,6,2.6,0,0,175,134,0,0,0,1
1,4,2,11,17.8,0,0,183,69,18,0,0,0
1,2,1,8,18.9,0,0,64,69,18,0,0,0
1,5,3,17,19.3,0,2,420,134,1250,0,0,1
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,7,3,31,3,0,0,321,134,330,0,0,1
1,5,3,20,4.3,0,0,321,134,560,0,0,0
1,2,2,14,27.8,2,2,420,134,0,0,0,0
1,10,2,24,15.9,0,0,75,88,0,0,0,1
1,2,1,9,26.2,0,0,183,69,18,0,72,0
1,1,1,7,10.3,0,0,184,134,123,0,0,0
1,4,2,11,7.7,0,0,80,69,18,0,0,1
1,4,1,10,8.1,0,0,86,134,62,0,0,1
1,4,2,12,12.6,0,0,74,69,2931,0,0,0
1,4,2,11,9.5,0,0,59,69,18,0,0,0
0,1,1,6,1.6,0,0,164,134,0,0,0,1
1,6,4,26,10.5,0,0,321,134,0,0,0,1
1,1,1,19,4.7,0,0,232,153,77,0,0,0
1,4,1,10,9.2,0,0,73,134,62,0,0,1
1,1,1,9,9.3,0,0,420,134,18,0,33,0
1,1,1,7,5.9,0,0,202,134,53,0,0,0
0,4,2,12,12.5,0,0,183,69,18,0,61,1
1,4,2,11,16.3,0,0,183,69,18,0,0,0
1,4,2,12,12.1,0,0,86,69,18,0,40,0
1,2,2,49,11,0,0,420,134,560,0,56,0
1,4,2,11,12.2,0,0,183,69,18,0,0,0
1,4,2,12,5.9,0,0,183,69,18,0,61,1
1,2,2,24,12.6,0,0,321,134,528,0,57,0
1,4,2,12,25,0,0,183,69,18,0,61,1
1,2,1,8,23.3,0,0,183,134,18,0,0,0
1,4,2,11,5.6,0,0,183,69,116,0,0,1
0,1,1,6,8.5,0,0,199,134,0,0,0,1
1,4,2,12,6.5,2,2,65,69,413,0,0,1
1,4,1,10,15.4,0,0,87,134,146,0,0,1
1,4,2,12,5.7,0,0,183,69,18,0,61,1
1,10,2,25,12.8,0,0,71,88,18,0,0,1
1,4,1,11,5.4,0,0,183,134,18,0,30,0
1,2,1,9,53.9,0,0,75,69,18,0,56,0
1,4,2,11,159.5,0,0,183,69,18,0,0,1
1,4,1,11,3,0,0,183,134,18,0,30,0
1,3,3,29,1.9,0,0,420,134,330,0,0,1
1,4,2,12,4.2,0,0,77,69,2931,0,0,1
1,4,1,10,19.5,0,0,81,134,256,0,0,1
1,1,1,7,13.2,0,0,198,134,53,0,0,0
1,2,1,8,22.6,0,0,183,134,18,0,0,0
1,4,1,11,4.2,0,0,183,134,18,0,30,0
1,4,1,11,4.4,0,0,183,134,18,0,30,0
1,5,1,16,77.2,0,0,81,82,18,0,60,0
1,2,1,8,16.7,0,0,183,134,18,0,0,0
1,1,1,7,15.1,0,0,225,134,53,0,0,1
1,2,1,8,21.6,0,0,183,134,18,0,0,0
1,4,2,11,7.6,0,0,183,69,18,0,0,1
1,4,1,10,10.8,0,0,61,134,62,0,0,1
1,4,2,13,10.6,0,0,88,69,18,0,2953,0
1,1,1,15,9.5,0,0,205,153,72,0,0,0
1,4,2,11,10.9,0,0,183,69,18,0,0,0
1,4,2,12,10.7,0,0,183,69,18,0,61,0
1,1,1,6,14.4,1,1,0,158,134,0,0,1
1,4,2,13,2.5,1,1,0,183,69,1835,0,1
1,4,2,12,4.7,0,0,183,69,18,0,61,1
1,4,1,10,53.7,0,0,70,134,18,0,0,1
1,4,2,11,16.1,0,0,74,69,18,0,0,0
1,4,1,10,3.3,0,0,64,134,62,0,0,1
1,4,2,11,7.3,0,0,62,69,18,0,0,1
1,3,3,34,6.7,0,0,321,134,322,0,0,0
1,4,2,12,9.8,0,0,78,69,18,0,70,1
1,4,2,11,9.8,0,0,65,69,18,0,0,1
1,1,1,8,10.5,0,0,420,134,2931,0,0,1
1,1,1,19,3,0,0,250,153,77,0,0,1
1,4,2,11,7.3,0,0,183,69,18,0,0,0
1,4,1,11,6.8,0,0,183,134,18,0,30,0
1,2,2,30,6.3,0,0,420,134,528,0,57,0
1,1,1,7,4.1,0,0,175,134,53,0,0,0
1,2,2,47,22.1,0,0,420,134,560,0,0,0
1,4,1,10,9.6,0,0,80,134,146,0,0,1
1,4,2,11,11.1,0,0,77,69,18,0,0,0
1,4,2,11,20.4,0,0,183,69,18,0,0,0
1,4,2,11,12.7,0,0,75,69,18,0,0,0
0,4,2,12,1.1,0,0,183,69,18,0,61,1
1,4,2,11,24,0,0,183,69,18,0,0,0
0,9,7,172,15.2,2,2,420,199,0,775,1244,1
1,3,3,48,2.6,2,2,420,134,810,0,0,0
1,4,2,11,12.7,0,0,183,69,18,0,0,0
0,4,2,11,5.2,0,0,183,69,116,0,0,1
1,1,1,7,11.6,0,0,192,134,53,0,0,0
1,1,1,19,5.8,0,0,337,153,77,0,0,0
1,10,2,25,31.9,0,0,64,88,18,0,0,1
1,4,2,11,13.6,0,0,73,69,18,0,0,0
1,1,1,27,6.1,0,0,236,134,0,0,0,1
0,4,2,12,14.2,0,0,183,69,18,0,61,1
0,3,3,19,10.4,2,2,420,134,0,0,0,1
1,1,1,19,2.7,1,1,0,173,153,240,0,1
1,2,2,20,4.6,0,0,321,134,260,0,57,0
1,1,1,9,10.4,0,0,420,134,18,0,33,0
1,1,1,7,21.4,0,0,174,134,53,0,0,0
0,4,2,11,7.5,2,2,183,69,3608,0,0,1
1,1,1,6,20.5,0,0,211,134,0,0,0,1
1,4,2,11,14.9,0,0,59,69,18,0,0,0
1,4,2,13,2.2,0,0,183,69,31,0,22,1
0,10,2,32,6.9,0,0,67,88,489,0,559,1
1,4,2,11,14.8,0,0,81,69,18,0,0,0
0,7,1,355,0.5,0,0,69,134,480,42,16146,1
1,4,2,11,12.6,0,0,183,69,18,0,0,0
1,4,2,12,16,0,0,183,69,18,0,61,1
1,5,1,16,83.4,0,0,78,82,18,0,60,0
1,4,2,11,16,0,0,183,69,18,0,0,0
1,3,3,35,5,2,2,321,134,1634,0,0,0
1,4,2,12,11.1,0,0,183,69,18,0,61,0
1,2,2,26,9,0,0,420,134,396,0,57,0
1,6,4,29,10.9,0,0,321,134,1400,0,0,1
1,5,3,23,4,0,0,321,134,18,0,4193,0
1,1,1,7,9.2,0,0,168,134,53,0,0,0
1,1,1,7,15.8,0,0,174,134,53,0,0,0
1,1,1,7,3.5,0,0,420,134,53,0,0,0
1,4,1,11,4.6,0,0,183,134,18,0,30,0
1,4,2,12,11.9,0,0,183,69,18,0,61,1
1,4,2,11,13.6,0,0,183,69,18,0,0,0
1,2,2,45,19,0,0,321,134,428,0,56,0
1,4,2,12,15.8,0,0,183,69,18,0,61,1
1,4,2,11,13.1,0,0,183,69,18,0,0,0
0,4,7,264,7.3,0,0,183,80,6592,4329,1745,1
1,12,4,42,2.5,2,2,321,134,1114,0,0,1
1,4,2,11,22,0,0,79,69,18,0,0,0
1,4,2,11,14.5,0,0,49,69,18,0,0,0
1,4,2,11,10,0,0,55,69,18,0,0,0
1,10,2,25,8,0,0,68,88,84,0,0,1
1,4,2,12,7.2,1,1,0,183,69,181,0,1
0,1,1,19,11.8,0,0,177,153,77,0,0,1
1,5,3,17,2.8,0,0,420,134,1308,0,0,1
1,5,3,21,3.7,2,2,321,134,48,0,14444,0
1,1,1,6,5.7,0,0,202,134,0,0,0,1
1,5,3,20,3.8,0,0,321,134,560,0,0,0
0,4,2,12,13.1,0,0,183,69,18,0,61,1
1,4,1,10,8.1,0,0,77,134,62,0,0,1
1,4,2,12,10,0,0,70,69,18,0,815,1
1,4,1,10,12.4,0,0,73,134,116,0,0,1
0,4,2,11,24.8,0,0,183,69,116,0,0,1
1,4,1,10,10.7,0,0,62,134,62,0,0,1
1,4,2,11,15.1,0,0,183,69,18,0,0,0
1,4,1,10,4.2,0,0,58,134,18,0,0,1
1,4,2,11,12.6,0,0,183,69,18,0,0,0
1,4,2,12,4.8,0,0,65,69,18,0,374,0
1,4,2,11,8,0,0,70,69,18,0,0,0
0,4,2,11,6.1,2,2,183,69,2348,0,0,1
1,1,1,7,29.4,0,0,162,134,53,0,0,0
1,4,2,12,20.7,0,0,183,69,697,0,0,1
0,10,2,26,3.2,0,0,46,88,489,0,0,1
1,4,2,11,18.9,0,0,80,69,18,0,0,0
1,3,3,48,3.8,0,0,420,134,0,0,0,1
1,10,2,25,31.2,0,0,68,88,18,0,0,1
1,4,1,10,5.5,0,0,64,134,18,0,0,1
